Entity,Code,Day,total_boosters_per_hundred
Malaysia,MYS,6/1/2022,48.28
Malaysia,MYS,6/2/2022,48.29
Malaysia,MYS,6/3/2022,48.3
Malaysia,MYS,6/4/2022,48.3
Malaysia,MYS,6/5/2022,48.31
Malaysia,MYS,6/6/2022,48.31
Malaysia,MYS,6/7/2022,48.32
Malaysia,MYS,6/8/2022,48.33
Malaysia,MYS,6/9/2022,48.34
Malaysia,MYS,6/10/2022,48.35
Malaysia,MYS,6/11/2022,48.35
Malaysia,MYS,6/12/2022,48.35
Malaysia,MYS,6/13/2022,48.36
Malaysia,MYS,6/14/2022,48.37
Malaysia,MYS,6/15/2022,48.38
Malaysia,MYS,6/16/2022,48.38
Malaysia,MYS,6/17/2022,48.39
Malaysia,MYS,6/18/2022,48.4
Malaysia,MYS,6/19/2022,48.4
Malaysia,MYS,6/20/2022,48.41
Malaysia,MYS,6/21/2022,48.41
Malaysia,MYS,6/22/2022,48.42
Malaysia,MYS,6/23/2022,48.43
Malaysia,MYS,6/24/2022,48.44
Malaysia,MYS,6/25/2022,48.45
Malaysia,MYS,6/26/2022,48.46
Malaysia,MYS,6/27/2022,48.47
Malaysia,MYS,6/28/2022,48.48
Malaysia,MYS,6/29/2022,48.49
Malaysia,MYS,6/30/2022,48.5
Malaysia,MYS,7/1/2022,48.51
Malaysia,MYS,7/2/2022,48.52
Malaysia,MYS,7/3/2022,48.53
Malaysia,MYS,7/4/2022,48.54
Malaysia,MYS,7/5/2022,48.55
Malaysia,MYS,7/6/2022,48.56
Malaysia,MYS,7/7/2022,48.58
Malaysia,MYS,7/8/2022,48.6
Malaysia,MYS,7/9/2022,48.61
Malaysia,MYS,7/10/2022,48.62
Malaysia,MYS,7/11/2022,48.64
Malaysia,MYS,7/12/2022,48.66
Malaysia,MYS,7/13/2022,48.69
Malaysia,MYS,7/14/2022,48.72
Malaysia,MYS,7/15/2022,48.76
Malaysia,MYS,7/16/2022,48.79
Malaysia,MYS,7/17/2022,48.81
Malaysia,MYS,7/18/2022,48.84
Malaysia,MYS,7/19/2022,48.87
Malaysia,MYS,7/20/2022,48.9
Malaysia,MYS,7/21/2022,48.95
Malaysia,MYS,7/22/2022,48.98
Malaysia,MYS,7/23/2022,49.01
Malaysia,MYS,7/24/2022,49.04
Malaysia,MYS,7/25/2022,49.07
Malaysia,MYS,7/26/2022,49.11
Malaysia,MYS,7/27/2022,49.14
Malaysia,MYS,7/28/2022,49.18
Malaysia,MYS,7/29/2022,49.22
Malaysia,MYS,7/30/2022,49.24
Malaysia,MYS,7/31/2022,49.25
Malaysia,MYS,8/1/2022,49.27
Malaysia,MYS,8/2/2022,49.3
Malaysia,MYS,8/3/2022,49.32
Malaysia,MYS,8/4/2022,49.34
Malaysia,MYS,8/5/2022,49.37
Malaysia,MYS,8/6/2022,49.39
Malaysia,MYS,8/7/2022,49.39
Malaysia,MYS,8/8/2022,49.41
Malaysia,MYS,8/9/2022,49.43
Malaysia,MYS,8/10/2022,49.45
Malaysia,MYS,8/11/2022,49.47
Malaysia,MYS,8/12/2022,49.49
Malaysia,MYS,8/13/2022,49.5
Malaysia,MYS,8/14/2022,49.51
Malaysia,MYS,8/15/2022,49.52
Malaysia,MYS,8/16/2022,49.53
Malaysia,MYS,8/17/2022,49.55
Malaysia,MYS,8/18/2022,49.56
Malaysia,MYS,8/19/2022,49.58
Malaysia,MYS,8/20/2022,49.59
Maldives,MDV,11/16/2021,1.03
Maldives,MDV,11/17/2021,1.08
Maldives,MDV,11/18/2021,1.15
Maldives,MDV,11/21/2021,1.29
Maldives,MDV,11/22/2021,1.4
Maldives,MDV,11/23/2021,1.52
Maldives,MDV,11/25/2021,1.74
Maldives,MDV,11/27/2021,1.83
Maldives,MDV,11/28/2021,1.98
Maldives,MDV,11/30/2021,2.34
Maldives,MDV,12/1/2021,2.46
Maldives,MDV,12/2/2021,2.71
Maldives,MDV,12/4/2021,2.96
Maldives,MDV,12/5/2021,3.04
Maldives,MDV,12/6/2021,3.17
Maldives,MDV,12/7/2021,3.3
Maldives,MDV,12/9/2021,3.63
Maldives,MDV,12/11/2021,3.73
Maldives,MDV,12/12/2021,3.85
Maldives,MDV,12/13/2021,3.96
Maldives,MDV,12/14/2021,4.05
Maldives,MDV,12/15/2021,4.14
Maldives,MDV,12/16/2021,4.24
Maldives,MDV,12/18/2021,4.28
Maldives,MDV,12/19/2021,4.31
Maldives,MDV,12/20/2021,4.37
Maldives,MDV,12/22/2021,4.55
Maldives,MDV,12/26/2021,4.64
Maldives,MDV,12/27/2021,4.81
Maldives,MDV,12/28/2021,4.91
Maldives,MDV,12/29/2021,4.97
Maldives,MDV,1/2/2022,5.07
Maldives,MDV,1/4/2022,5.15
Maldives,MDV,1/5/2022,5.19
Maldives,MDV,1/6/2022,5.24
Maldives,MDV,1/8/2022,5.27
Maldives,MDV,1/9/2022,5.32
Maldives,MDV,1/10/2022,5.39
Maldives,MDV,1/12/2022,5.58
Maldives,MDV,1/15/2022,6.24
Maldives,MDV,1/16/2022,6.73
Maldives,MDV,1/17/2022,7.23
Maldives,MDV,1/19/2022,8.31
Maldives,MDV,1/22/2022,9.42
Maldives,MDV,1/23/2022,10.06
Maldives,MDV,1/24/2022,10.66
Maldives,MDV,1/25/2022,11.3
Maldives,MDV,1/26/2022,11.97
Maldives,MDV,1/29/2022,13.47
Maldives,MDV,1/30/2022,13.97
Maldives,MDV,1/31/2022,14.55
Maldives,MDV,2/1/2022,15.03
Maldives,MDV,2/2/2022,15.74
Maldives,MDV,2/5/2022,16.81
Maldives,MDV,2/6/2022,17.53
Maldives,MDV,2/7/2022,18.23
Maldives,MDV,2/8/2022,18.8
Maldives,MDV,2/9/2022,19.39
Maldives,MDV,2/10/2022,19.97
Maldives,MDV,2/12/2022,20.47
Maldives,MDV,2/13/2022,20.84
Maldives,MDV,2/15/2022,21.58
Maldives,MDV,2/17/2022,22.37
Maldives,MDV,2/19/2022,22.7
Maldives,MDV,2/21/2022,23.36
Maldives,MDV,2/22/2022,23.65
Maldives,MDV,2/23/2022,23.9
Maldives,MDV,2/24/2022,24.25
Maldives,MDV,2/26/2022,24.72
Maldives,MDV,2/27/2022,25.05
Maldives,MDV,2/28/2022,25.45
Maldives,MDV,3/1/2022,25.7
Maldives,MDV,3/2/2022,25.96
Maldives,MDV,3/3/2022,26.15
Maldives,MDV,3/5/2022,26.29
Maldives,MDV,3/6/2022,26.54
Maldives,MDV,3/7/2022,26.7
Maldives,MDV,3/8/2022,26.82
Maldives,MDV,3/9/2022,26.97
Maldives,MDV,3/10/2022,27.28
Maldives,MDV,3/12/2022,27.51
Maldives,MDV,3/26/2022,29.69
Maldives,MDV,4/2/2022,30.08
Maldives,MDV,4/9/2022,30.16
Maldives,MDV,4/16/2022,30.3
Maldives,MDV,4/24/2022,30.41
Maldives,MDV,5/9/2022,30.59
Maldives,MDV,5/29/2022,30.86
Maldives,MDV,6/6/2022,30.98
Maldives,MDV,6/13/2022,31.05
Maldives,MDV,6/20/2022,31.18
Maldives,MDV,7/11/2022,31.65
Maldives,MDV,7/18/2022,31.7
Maldives,MDV,7/25/2022,31.77
Maldives,MDV,8/1/2022,31.81
Maldives,MDV,8/8/2022,31.85
Maldives,MDV,8/15/2022,31.89
Malta,MLT,4/18/2022,67.93
Malta,MLT,4/19/2022,68.11
Malta,MLT,4/20/2022,68.32
Malta,MLT,4/21/2022,68.47
Malta,MLT,4/22/2022,68.65
Malta,MLT,4/23/2022,68.74
Malta,MLT,4/24/2022,68.84
Malta,MLT,4/25/2022,69.04
Malta,MLT,4/26/2022,69.29
Malta,MLT,4/27/2022,69.44
Malta,MLT,4/28/2022,69.59
Malta,MLT,4/29/2022,69.7
Malta,MLT,4/30/2022,69.76
Malta,MLT,5/1/2022,69.81
Malta,MLT,5/2/2022,69.92
Malta,MLT,5/3/2022,70
Malta,MLT,5/4/2022,70.03
Malta,MLT,5/5/2022,70.08
Malta,MLT,5/6/2022,70.12
Malta,MLT,5/7/2022,70.15
Malta,MLT,5/8/2022,70.15
Malta,MLT,5/9/2022,70.33
Malta,MLT,5/10/2022,70.49
Malta,MLT,5/11/2022,70.79
Malta,MLT,5/12/2022,71.01
Malta,MLT,5/13/2022,71.21
Malta,MLT,5/14/2022,71.29
Malta,MLT,5/15/2022,71.37
Malta,MLT,5/16/2022,71.66
Malta,MLT,5/17/2022,71.87
Malta,MLT,5/18/2022,72.07
Malta,MLT,5/19/2022,72.27
Malta,MLT,5/20/2022,72.47
Malta,MLT,5/21/2022,72.55
Malta,MLT,5/22/2022,72.63
Malta,MLT,5/23/2022,72.82
Malta,MLT,5/24/2022,73.01
Malta,MLT,5/25/2022,73.19
Malta,MLT,5/26/2022,73.38
Malta,MLT,5/27/2022,73.55
Malta,MLT,5/28/2022,73.61
Malta,MLT,5/29/2022,73.64
Malta,MLT,5/30/2022,73.79
Malta,MLT,5/31/2022,73.97
Malta,MLT,6/1/2022,74.14
Malta,MLT,6/2/2022,74.29
Malta,MLT,6/3/2022,74.44
Malta,MLT,6/4/2022,74.48
Malta,MLT,6/5/2022,74.51
Malta,MLT,6/6/2022,74.62
Malta,MLT,6/7/2022,74.7
Malta,MLT,6/8/2022,74.8
Malta,MLT,6/9/2022,74.93
Malta,MLT,6/10/2022,75.07
Malta,MLT,6/11/2022,75.14
Malta,MLT,6/12/2022,75.17
Malta,MLT,6/13/2022,75.27
Malta,MLT,6/14/2022,75.4
Malta,MLT,6/15/2022,75.54
Malta,MLT,6/16/2022,75.65
Malta,MLT,6/17/2022,75.76
Malta,MLT,6/18/2022,75.81
Malta,MLT,6/19/2022,75.83
Malta,MLT,6/20/2022,75.93
Malta,MLT,6/21/2022,76.08
Malta,MLT,6/22/2022,76.26
Malta,MLT,6/23/2022,76.41
Malta,MLT,6/24/2022,76.53
Malta,MLT,6/25/2022,76.58
Malta,MLT,6/26/2022,76.6
Malta,MLT,6/27/2022,76.7
Malta,MLT,6/28/2022,76.82
Malta,MLT,6/29/2022,76.85
Malta,MLT,6/30/2022,76.88
Malta,MLT,7/1/2022,76.91
Malta,MLT,7/2/2022,76.92
Malta,MLT,7/3/2022,76.92
Malta,MLT,7/4/2022,76.97
Malta,MLT,7/5/2022,77.06
Malta,MLT,7/6/2022,77.15
Malta,MLT,7/7/2022,77.24
Malta,MLT,7/8/2022,77.32
Malta,MLT,7/9/2022,77.38
Malta,MLT,7/10/2022,77.39
Malta,MLT,7/11/2022,77.45
Malta,MLT,7/12/2022,77.49
Malta,MLT,7/13/2022,77.63
Malta,MLT,7/14/2022,77.73
Malta,MLT,7/15/2022,77.81
Malta,MLT,7/16/2022,77.83
Malta,MLT,7/17/2022,77.84
Malta,MLT,7/18/2022,77.93
Malta,MLT,7/19/2022,78.05
Malta,MLT,7/20/2022,78.16
Malta,MLT,7/21/2022,78.27
Malta,MLT,7/22/2022,78.45
Malta,MLT,7/23/2022,78.54
Malta,MLT,7/24/2022,78.55
Malta,MLT,7/25/2022,78.58
Malta,MLT,7/26/2022,78.69
Malta,MLT,7/27/2022,78.81
Malta,MLT,7/28/2022,78.91
Malta,MLT,7/29/2022,79
Malta,MLT,7/30/2022,79.06
Malta,MLT,7/31/2022,79.06
Malta,MLT,8/1/2022,79.1
Malta,MLT,8/2/2022,79.19
Malta,MLT,8/3/2022,79.28
Malta,MLT,8/4/2022,79.36
Malta,MLT,8/5/2022,79.42
Malta,MLT,8/6/2022,79.46
Malta,MLT,8/7/2022,79.47
Malta,MLT,8/8/2022,79.5
Malta,MLT,8/9/2022,79.54
Malta,MLT,8/10/2022,79.58
Malta,MLT,8/11/2022,79.6
Malta,MLT,8/12/2022,79.65
Malta,MLT,8/13/2022,79.66
Malta,MLT,8/14/2022,79.68
Malta,MLT,8/15/2022,79.69
Malta,MLT,8/16/2022,79.7
Malta,MLT,8/17/2022,79.71
Malta,MLT,8/18/2022,79.72
Malta,MLT,8/19/2022,79.73
Malta,MLT,8/20/2022,79.74
Mauritania,MRT,2/17/2022,0.63
Mauritania,MRT,2/24/2022,0.7
Mauritania,MRT,3/4/2022,0.74
Mauritania,MRT,3/10/2022,0.78
Mauritania,MRT,3/17/2022,0.85
Mauritania,MRT,3/21/2022,0.88
Mauritania,MRT,3/24/2022,0.88
Mauritania,MRT,3/31/2022,0.93
Mauritania,MRT,4/6/2022,0.96
Mauritania,MRT,4/26/2022,0.97
Mauritania,MRT,5/22/2022,0.97
Mauritania,MRT,5/29/2022,4.62
Mauritania,MRT,6/5/2022,4.67
Mauritania,MRT,6/19/2022,4.68
Mauritania,MRT,6/26/2022,4.69
Mauritania,MRT,7/3/2022,4.7
Mauritania,MRT,7/17/2022,4.7
Mauritania,MRT,7/24/2022,6.5
Mauritius,MUS,2/17/2022,31.78
Mauritius,MUS,2/24/2022,36.2
Mauritius,MUS,3/4/2022,37.83
Mauritius,MUS,3/11/2022,40.83
Mauritius,MUS,3/17/2022,42.61
Mauritius,MUS,3/24/2022,44.52
Mauritius,MUS,3/31/2022,45.62
Mauritius,MUS,5/1/2022,46.79
Mauritius,MUS,5/29/2022,47.74
Mauritius,MUS,6/19/2022,48.04
Mauritius,MUS,6/26/2022,48.26
Mauritius,MUS,7/10/2022,48.26
Mauritius,MUS,7/17/2022,48.48
Mauritius,MUS,7/24/2022,48.53
Mauritius,MUS,8/7/2022,48.61
Mauritius,MUS,8/14/2022,48.64
Mexico,MEX,4/20/2022,34.13
Mexico,MEX,4/21/2022,34.54
Mexico,MEX,4/22/2022,34.89
Mexico,MEX,4/24/2022,35.5
Mexico,MEX,4/25/2022,35.62
Mexico,MEX,5/6/2022,38.09
Mexico,MEX,5/13/2022,41.78
Mexico,MEX,5/16/2022,41.83
Mexico,MEX,5/20/2022,41.83
Mexico,MEX,6/3/2022,41.88
Mexico,MEX,6/10/2022,41.89
Mexico,MEX,6/17/2022,41.92
Mexico,MEX,6/24/2022,41.95
Mexico,MEX,7/8/2022,44.68
Mexico,MEX,7/22/2022,44.73
Mexico,MEX,8/5/2022,44.81
Mexico,MEX,8/12/2022,44.83
Moldova,MDA,1/9/2022,2.71
Monaco,MCO,12/21/2021,28.89
Mongolia,MNG,12/15/2021,24.62
Mongolia,MNG,12/22/2021,25.99
Mongolia,MNG,12/23/2021,26.19
Mongolia,MNG,12/24/2021,26.45
Mongolia,MNG,12/25/2021,26.69
Mongolia,MNG,12/27/2021,26.79
Mongolia,MNG,12/28/2021,26.98
Mongolia,MNG,12/29/2021,27.13
Mongolia,MNG,12/31/2021,27.21
Mongolia,MNG,1/1/2022,27.36
Mongolia,MNG,1/2/2022,27.39
Mongolia,MNG,1/4/2022,27.47
Mongolia,MNG,1/5/2022,27.56
Mongolia,MNG,1/6/2022,27.67
Mongolia,MNG,1/7/2022,27.77
Mongolia,MNG,1/8/2022,27.9
Mongolia,MNG,1/9/2022,27.96
Mongolia,MNG,1/10/2022,27.99
Mongolia,MNG,1/11/2022,28.11
Mongolia,MNG,1/12/2022,28.27
Mongolia,MNG,1/13/2022,28.46
Mongolia,MNG,1/14/2022,28.53
Mongolia,MNG,1/16/2022,28.89
Mongolia,MNG,1/17/2022,28.93
Mongolia,MNG,1/18/2022,29.12
Mongolia,MNG,1/19/2022,29.25
Mongolia,MNG,1/20/2022,29.38
Mongolia,MNG,1/21/2022,29.52
Mongolia,MNG,1/22/2022,29.65
Mongolia,MNG,1/23/2022,29.69
Mongolia,MNG,1/24/2022,29.71
Mongolia,MNG,1/25/2022,29.81
Mongolia,MNG,1/26/2022,29.88
Mongolia,MNG,1/27/2022,29.95
Mongolia,MNG,1/28/2022,30
Mongolia,MNG,1/29/2022,30.05
Mongolia,MNG,1/30/2022,30.06
Mongolia,MNG,1/31/2022,30.07
Mongolia,MNG,2/1/2022,30.1
Mongolia,MNG,2/3/2022,30.11
Mongolia,MNG,2/9/2022,30.18
Mongolia,MNG,2/10/2022,30.21
Mongolia,MNG,2/11/2022,30.25
Mongolia,MNG,2/13/2022,30.29
Mongolia,MNG,2/14/2022,30.29
Mongolia,MNG,2/15/2022,30.32
Mongolia,MNG,2/16/2022,30.34
Mongolia,MNG,2/18/2022,30.4
Mongolia,MNG,2/20/2022,30.42
Mongolia,MNG,2/22/2022,30.47
Mongolia,MNG,2/24/2022,30.52
Mongolia,MNG,2/25/2022,30.54
Mongolia,MNG,2/26/2022,30.57
Mongolia,MNG,3/2/2022,30.61
Mongolia,MNG,3/3/2022,30.63
Mongolia,MNG,3/4/2022,30.64
Mongolia,MNG,3/7/2022,30.66
Mongolia,MNG,3/8/2022,30.67
Mongolia,MNG,3/10/2022,30.68
Mongolia,MNG,3/11/2022,30.7
Mongolia,MNG,3/12/2022,30.7
Mongolia,MNG,3/15/2022,30.72
Mongolia,MNG,3/16/2022,30.74
Mongolia,MNG,3/18/2022,30.76
Mongolia,MNG,3/20/2022,30.77
Mongolia,MNG,3/23/2022,30.79
Mongolia,MNG,3/24/2022,30.8
Mongolia,MNG,3/25/2022,30.81
Mongolia,MNG,3/26/2022,30.82
Mongolia,MNG,3/29/2022,30.83
Mongolia,MNG,4/1/2022,30.85
Mongolia,MNG,4/5/2022,30.87
Mongolia,MNG,4/6/2022,30.87
Mongolia,MNG,4/8/2022,30.89
Mongolia,MNG,4/10/2022,30.89
Mongolia,MNG,4/12/2022,30.9
Mongolia,MNG,4/13/2022,30.91
Mongolia,MNG,4/14/2022,30.92
Mongolia,MNG,4/18/2022,30.93
Mongolia,MNG,4/21/2022,30.97
Mongolia,MNG,4/22/2022,31
Mongolia,MNG,4/28/2022,31.04
Mongolia,MNG,4/29/2022,31.07
Mongolia,MNG,5/5/2022,31.13
Mongolia,MNG,5/11/2022,31.16
Mongolia,MNG,5/18/2022,31.19
Montenegro,MNE,12/22/2021,10.99
Montenegro,MNE,12/23/2021,11.14
Montenegro,MNE,12/24/2021,11.29
Montenegro,MNE,12/25/2021,11.46
Montenegro,MNE,12/26/2021,11.58
Montenegro,MNE,12/28/2021,11.82
Montenegro,MNE,12/29/2021,12
Montenegro,MNE,12/30/2021,12.21
Montenegro,MNE,12/31/2021,12.39
Montenegro,MNE,1/1/2022,12.49
Montenegro,MNE,1/3/2022,12.5
Montenegro,MNE,1/4/2022,12.54
Montenegro,MNE,1/5/2022,12.69
Montenegro,MNE,1/6/2022,12.83
Montenegro,MNE,1/7/2022,12.88
Montenegro,MNE,1/8/2022,12.89
Montenegro,MNE,1/9/2022,12.94
Montenegro,MNE,1/12/2022,13.13
Montenegro,MNE,1/13/2022,13.23
Montenegro,MNE,1/14/2022,13.33
Montenegro,MNE,1/15/2022,13.43
Montenegro,MNE,1/16/2022,13.48
Montenegro,MNE,1/17/2022,13.5
Montenegro,MNE,1/18/2022,13.58
Montenegro,MNE,1/19/2022,13.66
Montenegro,MNE,1/20/2022,13.73
Montenegro,MNE,1/21/2022,13.79
Montenegro,MNE,1/22/2022,13.86
Montenegro,MNE,1/23/2022,13.9
Montenegro,MNE,1/24/2022,13.97
Montenegro,MNE,1/26/2022,14.08
Montenegro,MNE,1/28/2022,14.13
Montenegro,MNE,1/30/2022,14.22
Montenegro,MNE,1/31/2022,14.22
Montenegro,MNE,2/1/2022,14.28
Montenegro,MNE,2/3/2022,14.35
Montenegro,MNE,2/4/2022,14.4
Montenegro,MNE,2/5/2022,14.46
Montenegro,MNE,2/6/2022,14.49
Montenegro,MNE,2/7/2022,14.5
Montenegro,MNE,2/8/2022,14.55
Montenegro,MNE,2/9/2022,14.59
Montenegro,MNE,2/10/2022,14.62
Montenegro,MNE,2/11/2022,14.67
Montenegro,MNE,2/12/2022,14.71
Montenegro,MNE,2/13/2022,14.73
Montenegro,MNE,2/14/2022,14.74
Montenegro,MNE,2/15/2022,14.78
Montenegro,MNE,2/16/2022,14.81
Montenegro,MNE,2/17/2022,14.85
Montenegro,MNE,2/19/2022,14.91
Montenegro,MNE,2/20/2022,14.93
Montenegro,MNE,2/21/2022,14.93
Montenegro,MNE,2/22/2022,14.97
Montenegro,MNE,2/23/2022,14.99
Montenegro,MNE,2/24/2022,15.02
Montenegro,MNE,2/25/2022,15.04
Montenegro,MNE,2/26/2022,15.06
Montenegro,MNE,2/27/2022,15.07
Montenegro,MNE,2/28/2022,15.08
Montenegro,MNE,3/1/2022,15.11
Montenegro,MNE,3/2/2022,15.13
Montenegro,MNE,3/3/2022,15.15
Montenegro,MNE,3/4/2022,15.17
Montenegro,MNE,3/5/2022,15.19
Montenegro,MNE,3/6/2022,15.19
Montenegro,MNE,3/7/2022,15.2
Montenegro,MNE,3/8/2022,15.22
Montenegro,MNE,3/9/2022,15.23
Montenegro,MNE,3/10/2022,15.24
Montenegro,MNE,3/11/2022,15.27
Montenegro,MNE,3/13/2022,15.28
Montenegro,MNE,3/14/2022,15.28
Montenegro,MNE,3/15/2022,15.3
Montenegro,MNE,3/16/2022,15.31
Montenegro,MNE,3/17/2022,15.32
Montenegro,MNE,3/19/2022,15.35
Montenegro,MNE,3/20/2022,15.35
Montenegro,MNE,3/21/2022,15.36
Montenegro,MNE,3/22/2022,15.37
Montenegro,MNE,3/23/2022,15.38
Montenegro,MNE,3/24/2022,15.4
Montenegro,MNE,3/25/2022,15.41
Montenegro,MNE,3/26/2022,15.42
Montenegro,MNE,3/27/2022,15.43
Montenegro,MNE,3/28/2022,15.43
Montenegro,MNE,3/29/2022,15.44
Montenegro,MNE,3/30/2022,15.46
Montenegro,MNE,3/31/2022,15.47
Montenegro,MNE,4/1/2022,15.47
Montenegro,MNE,4/4/2022,15.5
Montenegro,MNE,4/5/2022,15.51
Montenegro,MNE,4/6/2022,15.52
Montenegro,MNE,4/7/2022,15.54
Montenegro,MNE,4/8/2022,15.55
Montenegro,MNE,4/9/2022,15.56
Montenegro,MNE,4/10/2022,15.57
Montenegro,MNE,4/11/2022,15.57
Montenegro,MNE,4/12/2022,15.58
Montenegro,MNE,4/14/2022,15.6
Montenegro,MNE,4/15/2022,15.61
Montenegro,MNE,4/18/2022,15.63
Montenegro,MNE,4/19/2022,15.63
Montenegro,MNE,4/20/2022,15.64
Montenegro,MNE,4/21/2022,15.65
Montenegro,MNE,4/22/2022,15.66
Montenegro,MNE,4/23/2022,15.66
Montenegro,MNE,4/25/2022,15.66
Montenegro,MNE,4/26/2022,15.66
Montenegro,MNE,4/27/2022,15.68
Montenegro,MNE,4/28/2022,15.69
Montenegro,MNE,4/29/2022,15.69
Montenegro,MNE,4/30/2022,15.71
Montenegro,MNE,5/1/2022,15.71
Montenegro,MNE,5/2/2022,15.71
Montenegro,MNE,5/3/2022,15.71
Montenegro,MNE,5/4/2022,15.71
Montenegro,MNE,5/5/2022,15.72
Montenegro,MNE,5/6/2022,15.73
Montenegro,MNE,5/7/2022,15.74
Montenegro,MNE,5/8/2022,15.74
Montenegro,MNE,5/9/2022,15.74
Montenegro,MNE,5/10/2022,15.75
Montenegro,MNE,5/11/2022,15.75
Montenegro,MNE,5/12/2022,15.76
Montenegro,MNE,5/13/2022,15.77
Montenegro,MNE,5/14/2022,15.77
Montenegro,MNE,5/16/2022,15.78
Montenegro,MNE,5/17/2022,15.78
Montenegro,MNE,5/18/2022,15.79
Montenegro,MNE,5/19/2022,15.79
Montenegro,MNE,5/20/2022,15.8
Montenegro,MNE,5/21/2022,15.8
Montenegro,MNE,5/22/2022,15.8
Montenegro,MNE,5/23/2022,15.8
Montenegro,MNE,5/24/2022,15.8
Montenegro,MNE,5/25/2022,15.81
Montenegro,MNE,5/26/2022,15.81
Montenegro,MNE,5/27/2022,15.82
Montenegro,MNE,5/28/2022,15.82
Montenegro,MNE,5/29/2022,15.82
Montenegro,MNE,5/30/2022,15.82
Montenegro,MNE,5/31/2022,15.83
Montenegro,MNE,6/1/2022,15.83
Montenegro,MNE,6/2/2022,15.83
Montenegro,MNE,6/3/2022,15.84
Montenegro,MNE,6/4/2022,15.84
Montenegro,MNE,6/5/2022,15.84
Montenegro,MNE,6/6/2022,15.84
Montenegro,MNE,6/7/2022,15.85
Montenegro,MNE,6/9/2022,15.85
Montenegro,MNE,6/10/2022,15.86
Montenegro,MNE,6/11/2022,15.86
Montenegro,MNE,6/12/2022,15.86
Montenegro,MNE,6/13/2022,15.86
Montenegro,MNE,6/14/2022,15.87
Montenegro,MNE,6/15/2022,15.87
Montenegro,MNE,6/16/2022,15.88
Montenegro,MNE,6/17/2022,15.88
Montenegro,MNE,6/18/2022,15.89
Montenegro,MNE,6/19/2022,15.89
Montenegro,MNE,6/20/2022,15.89
Montenegro,MNE,6/21/2022,15.89
Montenegro,MNE,6/22/2022,15.89
Montenegro,MNE,6/23/2022,15.9
Montenegro,MNE,6/24/2022,15.9
Montenegro,MNE,6/25/2022,15.9
Montenegro,MNE,6/26/2022,15.9
Montenegro,MNE,6/27/2022,15.9
Montenegro,MNE,6/28/2022,15.9
Montenegro,MNE,6/29/2022,15.91
Montenegro,MNE,6/30/2022,15.91
Montenegro,MNE,7/2/2022,15.92
Montenegro,MNE,7/3/2022,15.92
Montenegro,MNE,7/5/2022,15.93
Montenegro,MNE,7/7/2022,15.94
Montenegro,MNE,7/9/2022,15.94
Montenegro,MNE,7/11/2022,15.95
Montenegro,MNE,7/12/2022,15.96
Montenegro,MNE,7/13/2022,15.96
Montenegro,MNE,7/14/2022,15.96
Montenegro,MNE,7/15/2022,15.97
Montenegro,MNE,7/16/2022,15.97
Montenegro,MNE,7/18/2022,15.98
Montenegro,MNE,7/19/2022,15.98
Montenegro,MNE,7/21/2022,15.99
Montenegro,MNE,7/22/2022,16
Montenegro,MNE,7/23/2022,16.01
Montenegro,MNE,7/24/2022,16.01
Montenegro,MNE,7/26/2022,16.02
Montenegro,MNE,7/28/2022,16.03
Montenegro,MNE,7/29/2022,16.03
Montenegro,MNE,7/30/2022,16.04
Montenegro,MNE,7/31/2022,16.05
Montenegro,MNE,8/1/2022,16.05
Montenegro,MNE,8/2/2022,16.06
Montenegro,MNE,8/3/2022,16.06
Montenegro,MNE,8/4/2022,16.07
Montenegro,MNE,8/5/2022,16.08
Montenegro,MNE,8/6/2022,16.09
Montenegro,MNE,8/7/2022,16.09
Montenegro,MNE,8/8/2022,16.09
Montenegro,MNE,8/9/2022,16.1
Montenegro,MNE,8/10/2022,16.1
Montenegro,MNE,8/11/2022,16.11
Montenegro,MNE,8/12/2022,16.11
Montenegro,MNE,8/13/2022,16.12
Montenegro,MNE,8/14/2022,16.12
Montenegro,MNE,8/15/2022,16.12
Montenegro,MNE,8/17/2022,16.13
Montenegro,MNE,8/18/2022,16.13
Montenegro,MNE,8/19/2022,16.14
Montenegro,MNE,8/20/2022,16.15
Montserrat,MSR,3/25/2022,11.55
Montserrat,MSR,4/1/2022,11.55
Montserrat,MSR,4/8/2022,11.55
Montserrat,MSR,4/22/2022,11.55
Montserrat,MSR,4/29/2022,11.55
Montserrat,MSR,5/6/2022,11.55
Montserrat,MSR,6/24/2022,11.55
Montserrat,MSR,7/8/2022,11.55
Montserrat,MSR,7/15/2022,11.55
Montserrat,MSR,7/22/2022,11.55
Montserrat,MSR,7/29/2022,11.55
Montserrat,MSR,8/5/2022,11.55
Montserrat,MSR,8/12/2022,11.55
Morocco,MAR,2/17/2022,14.13
Morocco,MAR,2/24/2022,15
Morocco,MAR,3/4/2022,15.59
Morocco,MAR,3/10/2022,15.94
Morocco,MAR,3/17/2022,16.15
Morocco,MAR,3/23/2022,16.39
Morocco,MAR,4/3/2022,16.61
Morocco,MAR,4/14/2022,16.71
Morocco,MAR,4/18/2022,16.74
Morocco,MAR,4/27/2022,16.84
Morocco,MAR,5/5/2022,16.89
Morocco,MAR,5/8/2022,16.93
Morocco,MAR,5/10/2022,16.95
Morocco,MAR,5/15/2022,17.04
Morocco,MAR,5/23/2022,17.18
Morocco,MAR,6/5/2022,17.18
