Entity,Code,Day,total_boosters_per_hundred
Africa,,10/28/2021,0
Africa,,10/29/2021,0
Africa,,10/30/2021,0.01
Africa,,10/31/2021,0.01
Africa,,11/1/2021,0.01
Africa,,11/2/2021,0.01
Africa,,11/3/2021,0.01
Africa,,11/4/2021,0.01
Africa,,11/5/2021,0.01
Africa,,11/6/2021,0.01
Africa,,11/7/2021,0.01
Africa,,11/8/2021,0.01
Africa,,11/9/2021,0.02
Africa,,11/10/2021,0.02
Africa,,11/11/2021,0.02
Africa,,11/12/2021,0.02
Africa,,11/13/2021,0.02
Africa,,11/14/2021,0.02
Africa,,11/15/2021,0.02
Africa,,11/16/2021,0.02
Africa,,11/17/2021,0.02
Africa,,11/18/2021,0.02
Africa,,11/19/2021,0.02
Africa,,11/20/2021,0.02
Africa,,11/21/2021,0.02
Africa,,11/22/2021,0.02
Africa,,11/23/2021,0.03
Africa,,11/24/2021,0.03
Africa,,11/25/2021,0.03
Africa,,11/26/2021,0.03
Africa,,11/27/2021,0.03
Africa,,11/28/2021,0.03
Africa,,11/29/2021,0.03
Africa,,11/30/2021,0.03
Africa,,12/1/2021,0.03
Africa,,12/2/2021,0.03
Africa,,12/3/2021,0.03
Africa,,12/4/2021,0.03
Africa,,12/5/2021,0.04
Africa,,12/6/2021,0.04
Africa,,12/7/2021,0.04
Africa,,12/8/2021,0.04
Africa,,12/9/2021,0.04
Africa,,12/10/2021,0.04
Africa,,12/11/2021,0.04
Africa,,12/12/2021,0.04
Africa,,12/13/2021,0.05
Africa,,12/14/2021,0.05
Africa,,12/15/2021,0.05
Africa,,12/16/2021,0.05
Africa,,12/17/2021,0.05
Africa,,12/18/2021,0.05
Africa,,12/19/2021,0.05
Africa,,12/20/2021,0.05
Africa,,12/21/2021,0.05
Africa,,12/22/2021,0.05
Africa,,12/23/2021,0.06
Africa,,12/24/2021,0.06
Africa,,12/25/2021,0.06
Africa,,12/26/2021,0.06
Africa,,12/27/2021,0.06
Africa,,12/28/2021,0.06
Africa,,12/29/2021,0.06
Africa,,12/30/2021,0.06
Africa,,12/31/2021,0.06
Africa,,1/1/2022,0.07
Africa,,1/2/2022,0.07
Africa,,1/3/2022,0.07
Africa,,1/4/2022,0.07
Africa,,1/5/2022,0.07
Africa,,1/6/2022,0.07
Africa,,1/7/2022,0.07
Africa,,1/8/2022,0.07
Africa,,1/9/2022,0.07
Africa,,1/10/2022,0.07
Africa,,1/11/2022,0.08
Africa,,1/12/2022,0.08
Africa,,1/13/2022,0.08
Africa,,1/14/2022,0.08
Africa,,1/15/2022,0.08
Africa,,1/16/2022,0.08
Africa,,1/17/2022,0.11
Africa,,1/18/2022,0.11
Africa,,1/19/2022,0.11
Africa,,1/20/2022,0.12
Africa,,1/21/2022,0.17
Africa,,1/22/2022,0.17
Africa,,1/23/2022,0.18
Africa,,1/24/2022,0.18
Africa,,1/25/2022,0.18
Africa,,1/26/2022,0.19
Africa,,1/27/2022,0.19
Africa,,1/28/2022,0.19
Africa,,1/29/2022,0.19
Africa,,1/30/2022,0.19
Africa,,1/31/2022,0.19
Africa,,2/1/2022,0.19
Africa,,2/2/2022,0.2
Africa,,2/3/2022,0.2
Africa,,2/4/2022,0.2
Africa,,2/5/2022,0.2
Africa,,2/6/2022,0.2
Africa,,2/7/2022,0.2
Africa,,2/8/2022,0.21
Africa,,2/9/2022,0.21
Africa,,2/10/2022,0.21
Africa,,2/11/2022,0.22
Africa,,2/12/2022,0.22
Africa,,2/13/2022,0.22
Africa,,2/14/2022,0.22
Africa,,2/15/2022,0.22
Africa,,2/16/2022,0.22
Africa,,2/17/2022,0.79
Africa,,2/18/2022,0.79
Africa,,2/19/2022,0.8
Africa,,2/20/2022,0.8
Africa,,2/21/2022,0.8
Africa,,2/22/2022,0.8
Africa,,2/23/2022,0.81
Africa,,2/24/2022,0.94
Africa,,2/25/2022,0.94
Africa,,2/26/2022,0.94
Africa,,2/27/2022,0.94
Africa,,2/28/2022,0.95
Africa,,3/1/2022,0.95
Africa,,3/2/2022,0.95
Africa,,3/3/2022,0.95
Africa,,3/4/2022,1.01
Africa,,3/5/2022,1.01
Africa,,3/6/2022,1.01
Africa,,3/7/2022,1.01
Africa,,3/8/2022,1.01
Africa,,3/9/2022,1.02
Africa,,3/10/2022,1.06
Africa,,3/11/2022,1.07
Africa,,3/12/2022,1.07
Africa,,3/13/2022,1.07
Africa,,3/14/2022,1.09
Africa,,3/15/2022,1.09
Africa,,3/16/2022,1.09
Africa,,3/17/2022,1.12
Africa,,3/18/2022,1.13
Africa,,3/19/2022,1.13
Africa,,3/20/2022,1.16
Africa,,3/21/2022,1.17
Africa,,3/22/2022,1.17
Africa,,3/23/2022,1.18
Africa,,3/24/2022,1.2
Africa,,3/25/2022,1.2
Africa,,3/26/2022,1.21
Africa,,3/27/2022,1.31
Africa,,3/28/2022,1.31
Africa,,3/29/2022,1.33
Africa,,3/30/2022,1.34
Africa,,3/31/2022,1.36
Africa,,4/1/2022,1.37
Africa,,4/2/2022,1.37
Africa,,4/3/2022,1.38
Africa,,4/4/2022,1.38
Africa,,4/5/2022,1.38
Africa,,4/6/2022,1.39
Africa,,4/7/2022,1.4
Africa,,4/8/2022,1.4
Africa,,4/9/2022,1.4
Africa,,4/10/2022,1.41
Africa,,4/11/2022,1.41
Africa,,4/12/2022,1.43
Africa,,4/13/2022,1.43
Africa,,4/14/2022,1.44
Africa,,4/15/2022,1.44
Africa,,4/16/2022,1.44
Africa,,4/17/2022,1.44
Africa,,4/18/2022,1.44
Africa,,4/19/2022,1.44
Africa,,4/20/2022,1.44
Africa,,4/21/2022,1.44
Africa,,4/22/2022,1.44
Africa,,4/23/2022,1.46
Africa,,4/24/2022,1.47
Africa,,4/25/2022,1.47
Africa,,4/26/2022,1.54
Africa,,4/27/2022,1.54
Africa,,4/28/2022,1.54
Africa,,4/29/2022,1.55
Africa,,4/30/2022,1.56
Africa,,5/1/2022,1.6
Africa,,5/2/2022,1.6
Africa,,5/3/2022,1.6
Africa,,5/4/2022,1.61
Africa,,5/5/2022,1.61
Africa,,5/6/2022,1.62
Africa,,5/7/2022,1.62
Africa,,5/8/2022,1.64
Africa,,5/9/2022,1.64
Africa,,5/10/2022,1.65
Africa,,5/11/2022,1.65
Africa,,5/12/2022,1.65
Africa,,5/13/2022,1.66
Africa,,5/14/2022,1.67
Africa,,5/15/2022,1.68
Africa,,5/16/2022,1.69
Africa,,5/17/2022,1.69
Africa,,5/18/2022,1.69
Africa,,5/19/2022,1.69
Africa,,5/20/2022,1.7
Africa,,5/21/2022,1.7
Africa,,5/22/2022,1.71
Africa,,5/23/2022,1.71
Africa,,5/24/2022,1.71
Africa,,5/25/2022,1.72
Africa,,5/26/2022,1.72
Africa,,5/27/2022,1.72
Africa,,5/28/2022,1.72
Africa,,5/29/2022,1.74
Africa,,5/30/2022,1.74
Africa,,5/31/2022,1.75
Africa,,6/1/2022,1.75
Africa,,6/2/2022,1.75
Africa,,6/3/2022,1.75
Africa,,6/4/2022,1.75
Africa,,6/5/2022,1.76
Africa,,6/6/2022,1.76
Africa,,6/7/2022,1.76
Africa,,6/8/2022,1.76
Africa,,6/9/2022,1.76
Africa,,6/10/2022,1.77
Africa,,6/11/2022,1.77
Africa,,6/12/2022,1.77
Africa,,6/13/2022,1.77
Africa,,6/14/2022,1.88
Africa,,6/15/2022,1.89
Africa,,6/16/2022,1.89
Africa,,6/17/2022,1.89
Africa,,6/18/2022,1.89
Africa,,6/19/2022,1.96
Africa,,6/20/2022,1.98
Africa,,6/21/2022,1.99
Africa,,6/22/2022,1.99
Africa,,6/23/2022,1.99
Africa,,6/24/2022,1.99
Africa,,6/25/2022,1.99
Africa,,6/26/2022,2.11
Africa,,6/27/2022,2.14
Africa,,6/28/2022,2.14
Africa,,6/29/2022,2.17
Africa,,6/30/2022,2.17
Africa,,7/1/2022,2.17
Africa,,7/2/2022,2.17
Africa,,7/3/2022,2.2
Africa,,7/4/2022,2.2
Africa,,7/5/2022,2.22
Africa,,7/6/2022,2.22
Africa,,7/7/2022,2.22
Africa,,7/8/2022,2.22
Africa,,7/9/2022,2.22
Africa,,7/10/2022,2.27
Africa,,7/11/2022,2.27
Africa,,7/12/2022,2.27
Africa,,7/13/2022,2.27
Africa,,7/14/2022,2.28
Africa,,7/15/2022,2.28
Africa,,7/16/2022,2.3
Africa,,7/17/2022,2.33
Africa,,7/18/2022,2.34
Africa,,7/19/2022,2.38
Africa,,7/20/2022,2.38
Africa,,7/21/2022,2.38
Africa,,7/22/2022,2.38
Africa,,7/23/2022,2.38
Africa,,7/24/2022,2.4
Africa,,7/25/2022,2.4
Africa,,7/26/2022,2.4
Africa,,7/27/2022,2.44
Africa,,7/28/2022,2.44
Africa,,7/29/2022,2.44
Africa,,7/30/2022,2.44
Africa,,7/31/2022,2.48
Africa,,8/1/2022,2.48
Africa,,8/2/2022,2.49
Africa,,8/3/2022,2.49
Africa,,8/4/2022,2.49
Africa,,8/5/2022,2.49
Africa,,8/6/2022,2.49
Africa,,8/7/2022,3.18
Africa,,8/8/2022,3.18
Africa,,8/9/2022,3.18
Africa,,8/10/2022,3.18
Africa,,8/11/2022,3.18
Africa,,8/12/2022,3.18
Africa,,8/13/2022,3.18
Africa,,8/14/2022,3.28
Africa,,8/15/2022,3.3
Africa,,8/16/2022,3.3
Africa,,8/17/2022,3.3
Africa,,8/18/2022,3.3
Africa,,8/19/2022,3.3
Africa,,8/20/2022,3.3
Albania,ALB,11/3/2021,0.1
Albania,ALB,11/6/2021,0.29
Albania,ALB,11/7/2021,0.31
Albania,ALB,11/9/2021,0.52
Albania,ALB,11/10/2021,0.65
Albania,ALB,11/11/2021,0.76
Albania,ALB,11/14/2021,0.98
Albania,ALB,11/16/2021,1.22
Albania,ALB,11/17/2021,1.34
Albania,ALB,11/18/2021,1.46
Albania,ALB,11/21/2021,1.66
Albania,ALB,11/24/2021,2.01
Albania,ALB,11/25/2021,2.12
Albania,ALB,11/28/2021,2.29
Albania,ALB,11/30/2021,2.36
Albania,ALB,12/1/2021,2.47
Albania,ALB,12/3/2021,2.74
Albania,ALB,12/5/2021,2.88
Albania,ALB,12/6/2021,3
Albania,ALB,12/7/2021,3.13
Albania,ALB,12/8/2021,3.2
Albania,ALB,12/12/2021,3.54
Albania,ALB,12/13/2021,3.68
Albania,ALB,12/14/2021,3.84
Albania,ALB,12/15/2021,3.98
Albania,ALB,12/18/2021,4.31
Albania,ALB,12/21/2021,4.57
Albania,ALB,12/23/2021,4.77
Albania,ALB,12/28/2021,5.04
Albania,ALB,1/4/2022,5.29
Albania,ALB,1/5/2022,5.38
Albania,ALB,1/8/2022,5.7
Albania,ALB,1/10/2022,5.83
Albania,ALB,1/11/2022,5.93
Albania,ALB,1/30/2022,7.08
Albania,ALB,2/1/2022,7.19
Albania,ALB,2/6/2022,7.43
Albania,ALB,2/7/2022,7.48
Albania,ALB,2/13/2022,7.75
Albania,ALB,2/14/2022,7.79
Albania,ALB,2/15/2022,7.84
Albania,ALB,2/16/2022,7.89
Albania,ALB,2/20/2022,8.03
Albania,ALB,2/27/2022,8.29
Albania,ALB,3/1/2022,8.37
Albania,ALB,3/7/2022,8.6
Albania,ALB,3/10/2022,8.7
Albania,ALB,3/14/2022,8.79
Albania,ALB,3/15/2022,8.83
Albania,ALB,3/24/2022,9.11
Albania,ALB,3/29/2022,9.27
Albania,ALB,3/31/2022,9.35
Albania,ALB,4/4/2022,9.48
Albania,ALB,4/7/2022,9.64
Albania,ALB,4/11/2022,9.77
Albania,ALB,4/14/2022,9.89
Albania,ALB,4/20/2022,10.03
Albania,ALB,4/24/2022,10.19
Albania,ALB,5/1/2022,10.35
Albania,ALB,5/15/2022,10.61
Albania,ALB,5/22/2022,10.74
Albania,ALB,5/29/2022,10.87
Albania,ALB,6/5/2022,10.99
Albania,ALB,6/19/2022,11.24
Albania,ALB,6/26/2022,11.37
Albania,ALB,7/10/2022,11.6
Albania,ALB,7/24/2022,11.85
Albania,ALB,7/31/2022,11.96
Algeria,DZA,11/21/2021,0.03
Algeria,DZA,11/25/2021,0.05
Algeria,DZA,11/29/2021,0.06
Algeria,DZA,2/17/2022,0.85
Algeria,DZA,2/24/2022,0.97
Algeria,DZA,3/4/2022,0.99
Algeria,DZA,3/9/2022,1.11
Algeria,DZA,4/24/2022,1.16
Algeria,DZA,5/1/2022,1.16
Algeria,DZA,5/29/2022,1.16
Andorra,AND,12/12/2021,10.79
Andorra,AND,12/26/2021,11.1
Andorra,AND,1/16/2022,31.29
Andorra,AND,3/13/2022,51.64
Andorra,AND,3/27/2022,51.83
Andorra,AND,4/10/2022,51.93
Andorra,AND,4/24/2022,52.11
Andorra,AND,5/1/2022,52.37
Andorra,AND,5/22/2022,52.73
Andorra,AND,5/29/2022,52.82
Andorra,AND,6/12/2022,52.94
Andorra,AND,6/26/2022,53.19
Andorra,AND,7/3/2022,53.27
Andorra,AND,7/10/2022,53.37
Angola,AGO,2/17/2022,0.4
Angola,AGO,3/4/2022,0.66
Angola,AGO,3/10/2022,0.75
Angola,AGO,3/24/2022,0.86
Angola,AGO,3/25/2022,0.89
Angola,AGO,4/1/2022,0.97
Angola,AGO,4/26/2022,1.07
Angola,AGO,5/22/2022,1.25
Angola,AGO,5/29/2022,1.29
Angola,AGO,6/5/2022,1.49
Angola,AGO,6/26/2022,2.14
Angola,AGO,7/3/2022,2.34
Angola,AGO,7/17/2022,2.63
Angola,AGO,7/24/2022,2.74
Angola,AGO,8/7/2022,2.98
Angola,AGO,8/14/2022,3.09
Anguilla,AIA,11/29/2021,4.21
Anguilla,AIA,12/1/2021,4.21
Anguilla,AIA,12/8/2021,6.23
Anguilla,AIA,1/14/2022,10.2
Anguilla,AIA,1/21/2022,11.15
Anguilla,AIA,1/28/2022,12.19
Anguilla,AIA,2/2/2022,13.01
Anguilla,AIA,2/9/2022,13.63
Anguilla,AIA,2/16/2022,14.37
Anguilla,AIA,3/2/2022,15.17
Anguilla,AIA,3/9/2022,15.36
Anguilla,AIA,3/18/2022,15.8
Anguilla,AIA,3/23/2022,15.98
Anguilla,AIA,4/8/2022,16.7
Anguilla,AIA,5/6/2022,17.44
Anguilla,AIA,5/20/2022,17.58
Anguilla,AIA,5/27/2022,17.78
Anguilla,AIA,6/10/2022,17.95
Anguilla,AIA,6/15/2022,18.1
Anguilla,AIA,6/24/2022,18.6
Anguilla,AIA,8/17/2022,18.68
Argentina,ARG,12/29/2020,0
Argentina,ARG,12/30/2020,0
Argentina,ARG,12/31/2020,0
Argentina,ARG,1/1/2021,0
Argentina,ARG,1/2/2021,0
Argentina,ARG,1/3/2021,0
Argentina,ARG,1/4/2021,0
Argentina,ARG,1/5/2021,0
Argentina,ARG,1/6/2021,0
Argentina,ARG,1/7/2021,0
Argentina,ARG,1/8/2021,0
Argentina,ARG,1/9/2021,0
Argentina,ARG,1/10/2021,0
Argentina,ARG,1/11/2021,0
Argentina,ARG,1/12/2021,0
Argentina,ARG,1/13/2021,0
Argentina,ARG,1/14/2021,0
Argentina,ARG,1/15/2021,0
Argentina,ARG,1/16/2021,0
Argentina,ARG,1/17/2021,0
Argentina,ARG,1/18/2021,0
Argentina,ARG,1/19/2021,0
Argentina,ARG,1/20/2021,0
Argentina,ARG,1/21/2021,0
Argentina,ARG,1/22/2021,0
Argentina,ARG,1/23/2021,0
Argentina,ARG,1/24/2021,0
Argentina,ARG,1/25/2021,0
Argentina,ARG,1/26/2021,0
Argentina,ARG,1/27/2021,0
Argentina,ARG,1/28/2021,0
Argentina,ARG,1/29/2021,0
Argentina,ARG,1/30/2021,0
Argentina,ARG,1/31/2021,0
Argentina,ARG,2/1/2021,0
Argentina,ARG,2/2/2021,0
Argentina,ARG,2/3/2021,0
Argentina,ARG,2/4/2021,0
Argentina,ARG,2/5/2021,0
Argentina,ARG,2/6/2021,0
Argentina,ARG,2/7/2021,0
Argentina,ARG,2/8/2021,0
Argentina,ARG,2/9/2021,0
Argentina,ARG,2/10/2021,0
Argentina,ARG,2/11/2021,0
Argentina,ARG,2/12/2021,0
Argentina,ARG,2/13/2021,0
Argentina,ARG,2/14/2021,0
Argentina,ARG,2/15/2021,0
Argentina,ARG,2/16/2021,0
Argentina,ARG,2/17/2021,0
Argentina,ARG,2/18/2021,0
Argentina,ARG,2/19/2021,0
Argentina,ARG,2/20/2021,0
Argentina,ARG,2/21/2021,0
Argentina,ARG,2/22/2021,0
Argentina,ARG,2/23/2021,0
Argentina,ARG,2/24/2021,0
Argentina,ARG,2/25/2021,0
Argentina,ARG,2/26/2021,0
Argentina,ARG,2/27/2021,0
Argentina,ARG,2/28/2021,0
Argentina,ARG,3/1/2021,0
Argentina,ARG,3/2/2021,0
Argentina,ARG,3/3/2021,0
Argentina,ARG,3/4/2021,0
Argentina,ARG,3/5/2021,0
Argentina,ARG,3/6/2021,0
Argentina,ARG,3/7/2021,0
Argentina,ARG,3/8/2021,0
Argentina,ARG,3/9/2021,0
Argentina,ARG,3/10/2021,0
Argentina,ARG,3/11/2021,0
Argentina,ARG,3/12/2021,0
Argentina,ARG,3/13/2021,0
Argentina,ARG,3/14/2021,0
Argentina,ARG,3/15/2021,0
Argentina,ARG,3/16/2021,0
Argentina,ARG,3/17/2021,0
Argentina,ARG,3/18/2021,0
Argentina,ARG,3/19/2021,0
Argentina,ARG,3/20/2021,0
Argentina,ARG,3/21/2021,0
Argentina,ARG,3/22/2021,0
Argentina,ARG,3/23/2021,0
Argentina,ARG,3/24/2021,0
Argentina,ARG,3/25/2021,0
Argentina,ARG,3/26/2021,0
Argentina,ARG,3/27/2021,0
Argentina,ARG,3/28/2021,0
Argentina,ARG,3/29/2021,0
Argentina,ARG,3/30/2021,0
Argentina,ARG,3/31/2021,0
Argentina,ARG,4/1/2021,0
Argentina,ARG,4/2/2021,0
Argentina,ARG,4/3/2021,0
Argentina,ARG,4/4/2021,0
Argentina,ARG,4/5/2021,0
Argentina,ARG,4/6/2021,0
Argentina,ARG,4/7/2021,0
Argentina,ARG,4/8/2021,0
Argentina,ARG,4/9/2021,0
Argentina,ARG,4/10/2021,0
Argentina,ARG,4/11/2021,0
Argentina,ARG,4/12/2021,0
Argentina,ARG,4/13/2021,0
Argentina,ARG,4/14/2021,0
Argentina,ARG,4/15/2021,0
Argentina,ARG,4/16/2021,0
Argentina,ARG,4/17/2021,0
Argentina,ARG,4/18/2021,0
Argentina,ARG,4/19/2021,0
Argentina,ARG,4/20/2021,0
Argentina,ARG,4/21/2021,0
Argentina,ARG,4/22/2021,0
Argentina,ARG,4/23/2021,0
Argentina,ARG,4/24/2021,0
Argentina,ARG,4/25/2021,0
Argentina,ARG,4/26/2021,0
Argentina,ARG,4/27/2021,0
Argentina,ARG,4/28/2021,0
Argentina,ARG,4/29/2021,0
Argentina,ARG,4/30/2021,0
Argentina,ARG,5/1/2021,0
Argentina,ARG,5/2/2021,0
Argentina,ARG,5/3/2021,0
Argentina,ARG,5/4/2021,0
Argentina,ARG,5/5/2021,0
Argentina,ARG,5/6/2021,0
Argentina,ARG,5/7/2021,0
Argentina,ARG,5/8/2021,0
Argentina,ARG,5/9/2021,0
Argentina,ARG,5/10/2021,0
Argentina,ARG,5/11/2021,0
Argentina,ARG,5/12/2021,0
Argentina,ARG,5/13/2021,0
Argentina,ARG,5/14/2021,0
Argentina,ARG,5/15/2021,0
Argentina,ARG,5/16/2021,0
Argentina,ARG,5/17/2021,0
Argentina,ARG,5/18/2021,0
Argentina,ARG,5/19/2021,0
Argentina,ARG,5/20/2021,0
Argentina,ARG,5/21/2021,0
Argentina,ARG,5/22/2021,0
Argentina,ARG,5/23/2021,0
Argentina,ARG,5/24/2021,0
Argentina,ARG,5/25/2021,0
Argentina,ARG,5/26/2021,0
Argentina,ARG,5/27/2021,0
Argentina,ARG,5/28/2021,0
Argentina,ARG,5/29/2021,0
Argentina,ARG,5/30/2021,0
Argentina,ARG,5/31/2021,0
Argentina,ARG,6/1/2021,0
Argentina,ARG,6/2/2021,0
Argentina,ARG,6/3/2021,0
Argentina,ARG,6/4/2021,0
Argentina,ARG,6/5/2021,0
Argentina,ARG,6/6/2021,0
Argentina,ARG,6/7/2021,0
Argentina,ARG,6/8/2021,0
Argentina,ARG,6/9/2021,0
Argentina,ARG,6/10/2021,0
Argentina,ARG,6/11/2021,0
Argentina,ARG,6/12/2021,0
Argentina,ARG,6/13/2021,0
Argentina,ARG,6/14/2021,0
Argentina,ARG,6/15/2021,0
Argentina,ARG,6/16/2021,0
Argentina,ARG,6/17/2021,0
Argentina,ARG,6/18/2021,0
Argentina,ARG,6/19/2021,0
Argentina,ARG,6/20/2021,0
Argentina,ARG,6/21/2021,0
Argentina,ARG,6/22/2021,0
Argentina,ARG,6/23/2021,0
Argentina,ARG,6/24/2021,0
Argentina,ARG,6/25/2021,0
Argentina,ARG,6/26/2021,0
Argentina,ARG,6/27/2021,0
Argentina,ARG,6/28/2021,0
Argentina,ARG,6/29/2021,0
Argentina,ARG,6/30/2021,0
Argentina,ARG,7/1/2021,0
Argentina,ARG,7/2/2021,0
Argentina,ARG,7/3/2021,0
Argentina,ARG,7/4/2021,0
Argentina,ARG,7/5/2021,0
Argentina,ARG,7/6/2021,0
Argentina,ARG,7/7/2021,0
Argentina,ARG,7/8/2021,0
Argentina,ARG,7/9/2021,0
Argentina,ARG,7/10/2021,0
Argentina,ARG,7/11/2021,0
Argentina,ARG,7/12/2021,0
Argentina,ARG,7/13/2021,0
Argentina,ARG,7/14/2021,0
Argentina,ARG,7/15/2021,0
Argentina,ARG,7/16/2021,0
Argentina,ARG,7/17/2021,0
Argentina,ARG,7/18/2021,0
Argentina,ARG,7/19/2021,0
Argentina,ARG,7/20/2021,0
Argentina,ARG,7/21/2021,0
Argentina,ARG,7/22/2021,0
Argentina,ARG,7/23/2021,0
Argentina,ARG,7/24/2021,0
Argentina,ARG,7/25/2021,0
Argentina,ARG,7/26/2021,0
Argentina,ARG,7/27/2021,0
Argentina,ARG,7/28/2021,0
Argentina,ARG,7/29/2021,0
Argentina,ARG,7/30/2021,0
Argentina,ARG,7/31/2021,0
Argentina,ARG,8/1/2021,0
Argentina,ARG,8/2/2021,0
Argentina,ARG,8/3/2021,0
Argentina,ARG,8/4/2021,0
Argentina,ARG,8/5/2021,0
Argentina,ARG,8/6/2021,0
Argentina,ARG,8/7/2021,0
Argentina,ARG,8/8/2021,0
Argentina,ARG,8/9/2021,0
Argentina,ARG,8/10/2021,0
Argentina,ARG,8/11/2021,0
Argentina,ARG,8/12/2021,0
Argentina,ARG,8/13/2021,0
Argentina,ARG,8/14/2021,0
Argentina,ARG,8/15/2021,0
Argentina,ARG,8/16/2021,0
Argentina,ARG,8/17/2021,0
Argentina,ARG,8/18/2021,0
Argentina,ARG,8/19/2021,0
Argentina,ARG,8/20/2021,0
Argentina,ARG,8/21/2021,0
Argentina,ARG,8/22/2021,0
Argentina,ARG,8/23/2021,0
Argentina,ARG,8/24/2021,0
Argentina,ARG,8/25/2021,0
Argentina,ARG,8/26/2021,0
Argentina,ARG,8/27/2021,0
Argentina,ARG,8/28/2021,0
Argentina,ARG,8/29/2021,0
Argentina,ARG,8/30/2021,0
Argentina,ARG,8/31/2021,0
Argentina,ARG,9/1/2021,0
Argentina,ARG,9/2/2021,0
Argentina,ARG,9/3/2021,0
Argentina,ARG,9/4/2021,0
Argentina,ARG,9/5/2021,0
Argentina,ARG,9/6/2021,0
Argentina,ARG,9/7/2021,0
Argentina,ARG,9/8/2021,0
Argentina,ARG,9/9/2021,0
Argentina,ARG,9/10/2021,0
Argentina,ARG,9/11/2021,0
Argentina,ARG,9/12/2021,0
Argentina,ARG,9/13/2021,0
Argentina,ARG,9/14/2021,0
Argentina,ARG,9/15/2021,0
Argentina,ARG,9/16/2021,0
Argentina,ARG,9/17/2021,0
Argentina,ARG,9/18/2021,0
Argentina,ARG,9/19/2021,0
Argentina,ARG,9/20/2021,0
Argentina,ARG,9/21/2021,0
Argentina,ARG,9/22/2021,0
Argentina,ARG,9/23/2021,0
Argentina,ARG,9/24/2021,0
Argentina,ARG,9/25/2021,0
Argentina,ARG,9/26/2021,0
Argentina,ARG,9/27/2021,0
Argentina,ARG,9/28/2021,0
Argentina,ARG,9/29/2021,0
Argentina,ARG,9/30/2021,0
Argentina,ARG,10/1/2021,0
Argentina,ARG,10/2/2021,0
Argentina,ARG,10/3/2021,0
Argentina,ARG,10/4/2021,0
Argentina,ARG,10/5/2021,0.01
Argentina,ARG,10/6/2021,0.01
Argentina,ARG,10/7/2021,0.01
Argentina,ARG,10/8/2021,0.01
Argentina,ARG,10/9/2021,0.01
Argentina,ARG,10/10/2021,0.01
Argentina,ARG,10/11/2021,0.01
Argentina,ARG,10/12/2021,0.01
Argentina,ARG,10/13/2021,0.01
Argentina,ARG,10/14/2021,0.01
Argentina,ARG,10/15/2021,0.01
Argentina,ARG,10/16/2021,0.01
Argentina,ARG,10/17/2021,0.01
Argentina,ARG,10/18/2021,0.01
Argentina,ARG,10/19/2021,0.01
Argentina,ARG,10/20/2021,0.01
Argentina,ARG,10/21/2021,0.01
Argentina,ARG,10/22/2021,0.01
Argentina,ARG,10/23/2021,0.01
Argentina,ARG,10/24/2021,0.01
Argentina,ARG,10/25/2021,0.01
Argentina,ARG,10/26/2021,0.01
Argentina,ARG,10/27/2021,0.01
Argentina,ARG,10/28/2021,0.03
Argentina,ARG,10/29/2021,0.08
Argentina,ARG,10/30/2021,0.12
Argentina,ARG,10/31/2021,0.14
Argentina,ARG,11/1/2021,0.22
Argentina,ARG,11/2/2021,0.33
Argentina,ARG,11/3/2021,0.44
Argentina,ARG,11/4/2021,0.52
Argentina,ARG,11/5/2021,0.64
Argentina,ARG,11/6/2021,0.7
Argentina,ARG,11/7/2021,0.73
Argentina,ARG,11/8/2021,0.83
Argentina,ARG,11/9/2021,0.97
Argentina,ARG,11/10/2021,1.32
Argentina,ARG,11/11/2021,1.69
Argentina,ARG,11/12/2021,2.03
Argentina,ARG,11/13/2021,2.24
Argentina,ARG,11/14/2021,2.24
Argentina,ARG,11/15/2021,2.42
Argentina,ARG,11/16/2021,2.62
Argentina,ARG,11/17/2021,2.82
Argentina,ARG,11/18/2021,3.01
Argentina,ARG,11/19/2021,3.2
Argentina,ARG,11/20/2021,3.31
Argentina,ARG,11/21/2021,3.36
Argentina,ARG,11/22/2021,3.42
Argentina,ARG,11/23/2021,3.6
Argentina,ARG,11/24/2021,3.8
Argentina,ARG,11/25/2021,4
Argentina,ARG,11/26/2021,4.22
Argentina,ARG,11/27/2021,4.33
Argentina,ARG,11/28/2021,4.39
Argentina,ARG,11/29/2021,4.64
Argentina,ARG,11/30/2021,4.91
Argentina,ARG,12/1/2021,5.28
Argentina,ARG,12/2/2021,5.61
Argentina,ARG,12/3/2021,5.85
Argentina,ARG,12/4/2021,6.01
Argentina,ARG,12/5/2021,6.08
Argentina,ARG,12/6/2021,6.28
Argentina,ARG,12/7/2021,6.51
Argentina,ARG,12/8/2021,6.63
Argentina,ARG,12/9/2021,6.9
Argentina,ARG,12/10/2021,7.18
Argentina,ARG,12/11/2021,7.33
Argentina,ARG,12/12/2021,7.44
Argentina,ARG,12/13/2021,7.77
Argentina,ARG,12/14/2021,8.1
Argentina,ARG,12/15/2021,8.56
Argentina,ARG,12/16/2021,8.98
Argentina,ARG,12/17/2021,9.39
Argentina,ARG,12/18/2021,9.56
Argentina,ARG,12/19/2021,9.67
Argentina,ARG,12/20/2021,10.1
Argentina,ARG,12/21/2021,10.48
Argentina,ARG,12/22/2021,10.81
Argentina,ARG,12/23/2021,11.06
Argentina,ARG,12/24/2021,11.07
Argentina,ARG,12/25/2021,11.08
Argentina,ARG,12/26/2021,11.13
Argentina,ARG,12/27/2021,11.62
